"ARPT_ID","ARPT_NAME","x","y"
"ZEF","ELKIN MUNI",-80.7860555497924,36.2800000002656
"0NC1","H & J STRIP",-79.4857444401341,36.2581166601525
"76NC","DUNROAMIN FARMS",-77.6246963799635,36.159875829883
"NC45","ENFIELD-SHEARIN",-77.6375000003344,36.2172222196506
"7W6","HYDE COUNTY",-75.9556541603486,35.5620369399408
"HRJ","HARNETT RGNL JETPORT",-78.7322366599398,35.3801549998077
"89NC","STRICKLAND FLD",-79.0236111099023,34.2663888800025
"23NR","WHITFIELD'S EAST",-76.2347222200264,35.5605555501317
"NC70","MCKEE",-79.102534720111,34.5048863799987
"N08","FLANAGAN FLD",-77.5605555502748,35.5566666597917
"FAY","FAYETTEVILLE RGNL/GRANNIS FLD",-78.8802741597753,34.9912111103433
"2GC","GRAYS CREEK",-78.8435305502703,34.8936916600331
"POB","POPE AAF",-79.0144966601975,35.1708891597021
"47NC","WINDEMERE",-78.8227777702896,35.1380555499208
"6NC3","EASTOVER AIR RANCH",-78.7722222201349,35.0863888798679
"4NC6","CANE CREEK",-82.4820833303238,35.4413055497653
"69NC","CLUTE'S HILLTOP",-81.8457500000578,35.4334999997383
"FBG","SIMMONS AAF",-78.9362069398808,35.1320694403628
"1A5","MACON COUNTY",-83.4199966099838,35.2223121897527
"78NC","FUQUAY/ANGIER FLD",-78.7504611099938,35.5433444397253
"NC99","BAGWELL",-78.607227219986,35.6743208301871
"4NC7","PEACOCK",-78.5375030499895,35.6962644399629
"AKH","GASTONIA MUNI",-81.1498758297037,35.2026230497376
"9NC4","JILES FLD",-76.6641666601629,36.5094444397148
"59NC","MCLEAN BROTHERS",-79.5553019403061,36.0973574998484
"1NC8","LONESOME FLD",-80.2580555501414,35.5158333297036
"NC25","GOLD HILL",-80.3111683299238,35.509028610258
"4NC9","LZ CARROLL",-80.3425833298944,35.4484999998731
"GWW","WAYNE EXEC JETPORT",-77.9649274996901,35.4605552702444
"2NC4","SCOTTBROOK FARM",-78.1547158301024,35.3379405496884
"NR72","BLACKHAWK FLD",-80.3718198299611,35.4590010000844
"GSB","SEYMOUR JOHNSON AFB",-77.9605944399846,35.3393852698326
"NC36","COTTON GIN",-75.864444440221,36.2088888801262
"6NC0","COX-GRANTHAM AIRFIELD",-78.1795944401308,35.2890638799263
"W88","AIR HARBOR",-79.8030555502396,36.1736111100817
"9NC9","MEYLOR FLD",-79.8950358299466,36.2101355503374
"3A4","GREENSBORO EXEC",-79.6854999999335,35.9419444397611
"GSO","PIEDMONT TRIAD INTL",-79.9411227700093,36.1013266600061
"PGV","PITT-GREENVILLE",-77.3840833300014,35.6356944402826
"NC49","BOYD FLD",-77.1981750002693,35.5284250002261
"IXA","HALIFAX/NORTHAMPTON RGNL",-77.6352308298756,36.3297916603463
"75NR","HAMPTONVILLE",-80.7889749999056,36.0920138802735
"NC75","SCHNEIDER HAVEN AIRSTRIP",-80.7202777695688,35.8983333298407
"NC02","BOOMERANG",-81.8664927701113,35.2126205503562
"3NC6","MC CACHREN FLD",-80.6442347196081,35.311808329789
"HSE","BILLY MITCHELL",-75.6178055497235,35.2328055500046
"62NC","HICKORY HILL",-76.9446655501371,34.9368263799716
"NC08","TUSQUITTEE LANDING",-83.7362819401546,35.0853686101828
"1NR7","BOYD FLD",-78.4688083304439,36.2740944403483
"0A7","HENDERSONVILLE",-82.4331741603195,35.307616659905
"8NC9","W N C  AIR MUSEUM",-82.4336111098568,35.3072222201943
"NC01","HARVEY POINT DEFENSE TESTING ACTIVITY",-76.3270555502164,36.096222220312
"86NC","CRAFT",-76.4914416596892,36.2625166599471
"HKY","HICKORY RGNL",-81.3895505498257,35.7411455499932
"E40","WILSON'S",-81.3578638804486,35.6520766596779
"36NC","FLY SKY",-81.3437499998621,35.6291666600656
"NC03","DARR FLD",-79.9898194399399,35.9068944397747
"9NR0","SMOKE AND WINGS",-79.1772222203929,36.2180555497957
"NC84","ELLIS",-77.3772200000081,36.0425600002501
"58NR","CHASE FLD",-77.5973333298966,35.425305549778
"NR32","HOLLY RIDGE/TOPSAIL ISLAND",-77.5321249998164,34.4904917999224
"01NC","TOPSAIL AIRPARK",-77.5813888803904,34.4752777699915
"14NC","CAMP DAVIS MCOLF",-77.549999999835,34.5166666599382
"NC05","BRADFORD FLD",-80.7942380503905,35.4087500002989
"4W4","WHITFIELD FARMS",-79.0789013798823,36.2834727697151
"28A","GOOSE CREEK",-80.5872894402609,35.1209794398219
"10NC","JOHNSTON FARM",-77.5094444397275,36.3430555498297
"NCA","NEW RIVER MCAS (MCCUTCHEON FLD)",-77.4396616600486,34.7084327700102
"OAJ","ALBERT J ELLIS",-77.6121388800141,34.8291666599479
"N22","SKY MANOR",-77.5849861102838,34.7108527700825
"52NC","EPLEY",-77.2661999997194,34.8445638800172
"NC50","SKYLAND",-81.3614872198757,36.460126109971
"GEV","ASHE COUNTY",-81.4185000004299,36.4324722197662
"78A","SWAN CREEK",-80.868127219676,36.2023563799018
"N88","KECKS",-79.6275249997425,35.9265249996422
"2NC8","GOODNIGHT'S",-80.6397897199366,35.525416380341
"6NC2","WILHELM",-80.5581205500975,35.5112502697379
"NC39","ENOCHVILLE",-80.6478455499948,35.5243052703046
"41NC","SLOOP",-80.5220000003955,35.5218055502399
"NC64","BARRINGER FLD",-80.6966666599485,35.527777770182
"50NC","ERVIN AIRFIELD",-80.6686111103071,35.544999999889
"DPL","DUPLIN COUNTY",-77.9816583299044,35.0000363802791
"7NC3","KENLY",-78.0986111097566,35.596388879745
"FFA","FIRST FLIGHT",-75.671583329853,36.0175833297024
"ISO","KINSTON RGNL JETPORT AT STALLINGS FLD",-77.6088300003438,35.3314327699534
"6NC9","MOSS HILL",-77.7505316600225,35.2021074998974
"NC56","DEER RUN",-78.4688888796805,36.2047222200585
"W17","RALEIGH EAST",-78.4370097202026,35.7977222199642
"44NC","BROADWAY AIRFIELD",-80.6519444395671,35.5433333302044
"NR94","HEAVENLY ACRES",-80.2776250000596,36.523066660252
"68NC","WINSTEAD '76'",-79.1280697201343,36.3995841602178
"NC27","LOWER CREEK",-81.4900944403901,35.9445750002451
"18NC","LANNI FLD",-81.6137091596269,35.889018879852
"08NC","WHITEHEART FARM",-80.4656119397309,36.0676369399733
"2NC6","FLYING M",-80.3961661100302,35.7995825003255
"EXX","DAVIDSON COUNTY EXEC",-80.303773330233,35.781141380056
"48NC","MORRISON FLD",-80.4171277698741,35.7811055496398
"NC74","CAUSEY",-79.6176455501317,35.9117855496411
"N61","HINSHAW (GREENACRES)",-79.5275222201693,35.8737480497025
"NR77","JOHNSON FLD",-78.8502777703182,35.4861111100226
"IPJ","LINCOLNTON-LINCOLN COUNTY RGNL",-81.1615055496277,35.4831416599524
"9NC2","FLYERS AIRPARK",-78.7964122202939,35.2182183302868
"4NC3","WINDSOR FARMS",-78.8172605495799,35.2275138796961
"3NC3","TUCKER FLD",-80.407500000358,35.2469444400377
"5NC3","REED MINE",-80.4578333297694,35.2993861098605
"NC26","LONG ISLAND AIRPARK",-80.9733388804242,35.660741660127
"LHZ","TRIANGLE NORTH EXEC",-78.3302630497379,36.0233486103033
"79NC","BALL",-78.2819386102201,36.1343163803279
"00NC","NORTH RALEIGH",-78.371385550096,36.0851502696745
"LBT","LUMBERTON RGNL",-79.0595555502827,34.6098055500341
"53NC","MYNATT FLD",-79.0792861103522,34.3787555498613
"NC10","NOCARVA",-78.0580483298891,36.5418130496866
"0NC7","LINDSAY",-79.9974999996865,36.3572222199375
"N92","LANEYS",-81.1173011100912,35.5743002702206
"MQI","DARE COUNTY RGNL",-75.695535829824,35.9189827696818
"9A9","SHIFLET FLD",-82.0098308296577,35.7206797200833
"33NR","SKYLINE PEAK",-82.515618049836,35.9389055501639
"3NC4","MCCOMB FLD",-80.408953329859,35.0534830500792
"46NC","BROWN FLD",-80.3733333304164,34.8927777699016
"MEB","LAURINBURG/MAXTON",-79.3658961098468,34.7921722201467
"8NC7","PARKER FLD",-77.2734222201434,34.9354305498999
"5NC1","TARA AIRBASE",-80.5122811102686,35.7931941598835
"4NC0","BOYD'S HAWKS CREEK",-80.6176555502378,35.89904999969
"8A7","TWIN LAKES",-80.4568063802281,35.9149149998774
"5NC2","SUGAR VALLEY",-80.5114166596741,35.9848611098415
"9NC3","EDWARDS",-80.5663888802294,35.0708333300821
"EQY","CHARLOTTE/MONROE EXEC",-80.6220558299778,35.0174161100561
"24NC","MC GEE FLD",-80.4750000001016,35.1272222200031
"14A","LAKE NORMAN AIRPARK",-80.8994305500737,35.6138694397179
"1NC2","ATWELL",-80.7894444397102,35.6547222199166
"NC30","MILLER AIR PARK",-80.7414591600261,35.6140275000643
"NC52","SILVER CREEK",-81.7289863802516,35.7284619397676
"MRN","FOOTHILLS RGNL",-81.6114166599202,35.820222219784
"3NC0","CLYDE VALLEY",-81.7123191597426,35.6904061102144
"MWK","MOUNT AIRY/SURRY COUNTY",-80.5532102698213,36.4613616596576
"NR02","JORDAN FLD",-79.9955555504399,35.2377777696906
"W40","MOUNT OLIVE MUNI",-78.038616659976,35.2214541602671
"9NC7","WILLOW CREEK",-80.4399999999019,35.3697222198235
"4NC4","BEAR CREEK",-80.3580499996369,35.4064899996472
"9NR4","WOLF PIT",-80.431388879844,35.3550000002512
"NC61","NC61",-76.2108333297607,36.459444439711
"6NR6","PATTON VALLEY",-81.8727777701145,35.6622222198275
"71NC","K & D",-79.4497222200231,36.2633333297319
"EWN","COASTAL CAROLINA RGNL",-77.0430197199413,35.072854439671
"NC20","CANAAN AIR BASE",-77.1708333301061,35.0898611100467
"6NC7","CIRCLE P FARM",-76.9061111103942,34.751388879669
"63NC","FIDDLEAIR",-78.4338649995655,35.2751452697104
"70NR","RUBY'S LANDING",-78.366861109709,35.2194666601138
"UKF","WILKES COUNTY",-81.0986063003578,36.223602110289
"NC35","MOUSE AND SNAKE RANCH",-81.215201380047,36.3034444399875
"SUT","CAPE FEAR RGNL JETPORT/HOWIE FRANKLIN FLD",-78.0733636101501,33.9308155497973
"N83","DS BUTLER FARM AND AIRFIELD",-80.0053169398629,36.1951361097144
"60J","ODELL WILLIAMSON MUNI",-78.4346855503905,33.9093200002146
"W95","OCRACOKE ISLAND",-75.9659722195835,35.1011666601039
"HNZ","HENDERSON/OXFORD",-78.5298272198729,36.3611408296913
"61NC","SOUTHERN COMFORTS AERODROME",-78.9655844404128,34.8712750002231
"NC71","ROCKIN A AIRFIELD",-79.0525311101382,34.9179416602679
"32NC","HALL FLD",-79.0430555502656,34.896388880212
"70NC","MARTINDALE EXEC AIRPARK",-78.1480497198399,36.5445894401152
"SOP","MOORE COUNTY",-79.3890336096831,35.2374225003435
"N26","DERBY AERODROME",-79.6300000002841,35.1338888798424
"NR10","PINK HILL",-77.7360869397984,35.0507191598827
"8NC4","DEAD DOG",-79.3127952695728,35.7298649999666
"9NC8","EAGLES LANDING",-79.2188055502034,35.6868888800818
"64NC","FIELDS",-79.7724999999424,35.9019444397275
"7NC","DONALD'S AIR PARK INC",-76.6712590803166,35.7316892702252
"PMZ","PLYMOUTH MUNI",-76.7583699998052,35.8107802700129
"1NC4","BELL STRIP",-77.2577333296576,34.9954355497003
"13NC","OAK GROVE MCOLF",-77.2496774995993,35.0334916597713
"NC72","HINTON FLD",-78.1594277704487,35.4510250001074
"5W4","P K AIRPARK",-79.1910038797327,35.0198597199744
"94NC","VIKING",-79.2600333304178,35.0096105497807
"NR20","RAEFORD WEST",-79.2366666595728,35.0305555497615
"5W5","TRIPLE W",-78.7002777695905,35.6203888801775
"RDU","RALEIGH-DURHAM INTL",-78.7874722198241,35.8776388797158
"09NR","DAKOTA AIR RANCH",-79.6500000001416,35.649999999781
"NC13","YORKS FLD",-79.6678249999315,35.7537722203081
"19NC","DOUBLE S",-77.9230388801252,36.0648747196924
"9NR8","BUIE FLD",-79.1978944403572,34.7921638802112
"SIF","ROCKINGHAM COUNTY NC SHILOH",-79.8510097203671,36.4372163800755
"NC37","MOUNTAIN VIEW AERODROME",-79.8411469398946,36.3401363801885
"NR33","WARF",-79.7093333302973,36.3239999997754
"RCZ","RICHMOND COUNTY",-79.7595977697061,34.8913033302553
"5GA1","VANGUARD LANDING",-81.9291666599241,33.2091666600638
"RWI","ROCKY MOUNT/WILSON RGNL",-77.8919333300071,35.8562527700431
"NR08","ADAMS",-79.2488799996654,34.5760955003423
"87NC","BROCKS",-78.6002777703031,34.9161111102551
"TDF","RALEIGH RGNL AT PERSON COUNTY",-78.9846388798904,36.2846111099349
"NC40","HOLEMAN FLD",-79.1186111096745,36.4997222202661
"9NR7","TRIPLE F AIRPARK",-78.5658333295976,35.0183333302417
"38NC","BHH AVIATION",-79.5954322702974,36.4760149398774
"FQD","RUTHERFORD COUNTY/MARCHMAN FLD",-81.9350777703264,35.4282222201593
"58NC","FOX HAVEN PLANTATION",-82.0525555498851,35.3483888800755
"28NR","DRY POND",-81.9950000000497,35.3475000002526
"06NC","TAILWINDS",-78.9302777697481,34.8274999998019
"RUQ","MID-CAROLINA RGNL",-80.5202916598466,35.6458833298382
"NC93","SOUTH RIVER",-80.5013888802435,35.7777777703392
"88NC","CORRIHER FLD",-80.6852777702674,35.6325000001683
"NR70","SOARING Q RANCH",-80.5207049998617,35.7773000001999
"TTA","RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY",-79.1013377697922,35.582439440292
"NC00","MORETZ RIVERSIDE LANDING",-79.1936111095892,35.5599999999704
"82NC","PINEVIEW AIR",-79.0733333297989,35.3080555499599
"NC66","VENTOSA PLANTATION",-77.2957994398221,36.1312672197568
"2NC7","SCOTLAND NECK EAST",-77.3988583302127,36.167933330241
"45NC","GLOVER",-77.4547222203157,36.5280555499469
"EHO","SHELBY-CLEVELAND COUNTY RGNL",-81.6007644399761,35.2557491597708
"NC97","DIRT DOBBER'S GRASS STRIP",-81.5235888803433,35.3687444396931
"20NC","MOUNTAIN VIEW",-81.0559111104487,35.5923561100139
"8NC6","BROOKS FLD",-79.4109583299868,35.6937333302188
"SCR","SILER CITY MUNI",-79.5042975801573,35.7042745001667
"22NC","FLINT RIDGE",-79.4683333301282,35.8211111099103
"NC73","HODGES FARM",-76.4493688801012,35.4387775000174
"JNX","JOHNSTON RGNL",-78.3903255495963,35.540938049693
"3NC7","MAXWELL",-81.1367533298649,36.5192952699733
"42NC","SPRING PATHS",-78.1705555504195,35.9577777700438
"7A8","AVERY COUNTY/MORRISON FLD",-81.9962222199775,35.9453611099324
"43A","MONTGOMERY COUNTY",-79.7902663801684,35.3846497202854
"SVH","STATESVILLE RGNL",-80.9538999997342,35.7649966599934
"NC09","STONERIVER",-80.7727638801175,35.8842416603011
"NC15","RAEFORD RHYNE AIRPARK",-80.9789650003025,35.9570775001145
"3NC5","FLYING BJ",-81.0692416601074,35.813369439676
"NC43","BEAR PEN",-78.3380580503602,34.1251699999017
"NJM","BOGUE FLD MCALF",-77.0288447197796,34.6903236101427
"24A","JACKSON COUNTY",-83.2097036097806,35.3172111099581
"81NC","COX FLD",-78.7400000003381,34.0408333297851
"ETC","TARBORO-EDGECOMBE",-77.5464802702961,35.9372630501297
"6NC4","BROWN",-81.1395258299706,35.9056877696987
"NC2","TAYLORSVILLE",-81.1966666599787,35.9308333298732
"NC58","GRYDER-TEAGUE",-81.1200808299569,35.9209655499814
"NR04","SOUTHERN SKIES",-81.1730555503584,35.9602777700302
"NC59","ALEXANDER COUNTY",-81.1439702699917,35.8506880500571
"N97","HIATT",-80.1075447197324,35.8301366600827
"NC31","QUIET ACRES",-80.0242086100009,35.7648583298856
"NR37","SUTER FLD",-77.4619444398415,35.057222220278
"56NC","WHEAT FLD",-82.0319444396145,35.2066666596574
"AFP","ANSON COUNTY/JEFF CLOUD FLD",-80.0771175000617,35.0206377702321
"NC48","SAFE FLD",-78.0615194399099,34.750108330361
"ACZ","HENDERSON FLD",-78.00388887985,34.7178611103254
"N63","MEADOW BROOK FLD",-80.1483791600232,36.3015261100899
"13NR","DUSENBURY FLD",-80.1616666597185,36.2975000001149
"7NC7","LEWIS AIRSTRIP",-80.1736586100094,36.3468041601594
"OCW","WASHINGTON-WARREN",-77.0498055495801,35.5704722199812
"N52","JAARS-TOWNSEND",-80.7479833301856,34.8638166602825
"2NC1","HAWK'S KNOLL",-80.8016416604333,34.9974388797571
"07NC","HAWKS MEADOW",-80.7511783304274,34.8332041602368
"NC21","AERO PLANTATION",-80.7484027697614,34.9918158302606
"74NC","BENTON FARM",-76.6297222203557,35.0963888802198
"6NC5","THOMPSON FARMS",-77.6593944402265,36.0249722201767
"NC86","ROCKING A FARM",-78.7530555496372,34.7336111097786
"CPC","COLUMBUS COUNTY MUNI",-78.7149872197356,34.2728705500321
"NR82","CAROLINA BAY",-78.7197222198352,34.0972222197397
"MCZ","MARTIN COUNTY",-77.1782005502951,35.8621927696946
"ILM","WILMINGTON INTL",-77.9028888795816,34.2711388797723
"W03","WILSON INDUSTRIAL AIR CENTER",-77.9697913801853,35.7704069398425
"49NR","FORTY NINER AT MIDDLE TRACT",-76.8625000000181,35.8983333298407
"54NC","DILLARD",-76.417222220298,36.2394444402223
"1NC6","ARANT",-80.4500652696225,35.0559822200895
"77NC","WINNABOW",-78.105549440093,34.1521147201003
"INT","SMITH REYNOLDS",-80.2219877198684,36.1337137999585
"NC63","ROBERTSON FLD",-80.1847688800186,36.1351369401361
"05N","SOUTH OAKS AERODROME",-77.3557743000413,35.4821847200523
"NC42","PINEY RIDGE",-80.7011111098509,36.0673611101362
"80C","LONE HICKORY",-80.6901000003744,36.0605144398305
"6W4","YANCEYVILLE MUNI",-79.3926944402986,36.3997777702367
"51NC","PHILLIP R BUNN",-78.3453333297765,35.860166659921
"08NR","BELL MOUNTAIN",-82.4261111096857,35.2177777703489
"ND07","PUNTON PRIVATE",-97.406641660233,47.0032888801216
"19ME","ESTCOURT",-69.1549999999206,47.4447222199068
"27ND","OVERLAND-LOHSE FLD",-103.465977770139,48.5786305499576
"ND26","GAJEWSKI FLD",-103.662868050033,47.8996499997969
"ND01","NELSON",-97.1861916597423,47.0430916599739
"ND73","PETERSON",-97.2556433302889,47.0483091597893
"ND74","SMITH PVT",-97.1628644402096,47.0166405498006
"ND75","PETE'S TRACTOR SALVAGE",-100.269019999636,47.7199977698981
"ND02","RICKETYBACK FLD",-97.9600952698476,47.8111038797184
"4NA3","PETERSON AIRSTRIP",-101.302103610425,48.8572427700556
"6ND3","LISBURG",-96.9406386096411,47.069693330049
"1ND4","WALKINSHAW",-97.0170294396691,47.0583061099707
"1A2","ARTHUR",-97.2081472201081,47.1126361098048
"ND60","DOUGLAS PORTAGE",-97.4798072203874,47.9588777697773
"ASY","ASHLEY MUNI",-99.3525747197209,46.0231555502811
"ND78","WILCOX FARM",-97.5370363799407,47.0399783298859
"ND53","PUEPPKE",-97.3880555502422,47.0463888797581
"NA55","HAGER STRIP",-97.0161961103093,46.26607083021
"NA56","MOFFET AIRSTRIP",-96.9914736104093,46.302182220127
"0NA1","GOERGER",-97.0375855496881,46.2455149999864
"5ND3","CRAIG PRIVATE",-97.3220172199587,48.8555436100776
"20U","BEACH",-103.982055550324,46.9251666598506
"6ND9","SKINNINGSRUD",-101.764051109768,48.3927936101946
"4NA5","BERG STRIP",-101.828219160206,48.2883463801379
"95D","BEULAH",-101.815043049809,47.2512138799921
"BIS","BISMARCK MUNI",-100.745737500065,46.7727338799965
"ND96","SAUTER",-100.67864443984,46.8007111098193
"16ND","KALBERER",-100.596788880359,46.696774999864
"D09","BOTTINEAU MUNI",-100.417305550372,48.8304722200384
"5B4","BOWBELLS MUNI",-102.245444999716,48.8097494402049
"7ND5","BUCHMILLER",-99.6226161103686,47.3597188800354
"BWW","BOWMAN RGNL",-103.300742750027,46.1655193002076
"1NA8","PRESZLER AIRSTRIP",-100.095385830433,46.6905416599218
"NA75","LILL STRIP",-99.3903997202666,47.6763897198257
"ND59","GRIEVE",-97.5295363797696,46.9874766599723
"5ND0","STIEHL",-104.032433049898,48.0764100000679
"12ND","PIETSCHTREE AIRSTRIP",-101.427490270035,48.2955027700193
"NA81","CENTRAL VALLEY AVIATION",-97.0864738796761,47.6283122198395
"9D7","CANDO MUNI",-99.2363888801359,48.4800277702103
"46D","CARRINGTON MUNI",-99.1513333302719,47.4511111098026
"5N8","CASSELTON ROBERT MILLER RGNL",-97.2078611102833,46.853944439793
"2C8","CAVALIER MUNI",-97.6319722202387,48.7837222202114
"9ND8","HINKLE",-97.6723116600618,48.7855486102358
"8ND5","AUSK STRIP",-97.4053708297702,46.7638633302071
"8ND6","J VINING",-97.3909261104444,46.7127508300765
"ND89","MUTSCHLER FLD",-98.5070386098335,47.0558236101527
"3NA0","ERICKSON",-97.5114791600889,47.416653879781
"ND90","DAHL PVT",-97.7337122202988,45.9666308298263
"D49","COLUMBUS MUNI",-102.792290269724,48.8994125001979
"S32","COOPERSTOWN MUNI",-98.1058713804313,47.4227736102369
"8ND7","SPRAGUE",-98.6578333303301,47.1206638798779
"D50","CROSBY MUNI",-103.297580910196,48.9282992699319
"80ND","TROY FLD",-103.370466660411,48.8786438802329
"34ND","PLATH FARMS",-97.1564788800985,46.7058036099769
"ND09","BRYN",-98.1655749997403,47.1886500000574
"81ND","MILLERS AIRSTRIP",-101.044874719995,48.3886272201361
"DVL","DEVILS LAKE RGNL",-98.9099880500469,48.1165908299844
"DIK","DICKINSON/THEODORE ROOSEVELT RGNL",-102.804435269583,46.8004736100291
"7ND1","WOLBERG'S PRIVATE",-102.760947220316,47.0373388802974
"ND10","KADRMAS",-102.795222219894,46.99130832975
"D29","DRAYTON MUNI",-97.1758972199112,48.618513879937
"37ND","SUNSET STRIP",-102.509072500083,47.2319561097841
"S28","INTL PEACE GARDEN",-100.043694439653,48.9973055501037
"51D","EDGELEY MUNI",-98.7350000002348,46.34969443974
"03ND","OLAFSON BROTHERS",-97.8289833298271,48.6263827701748
"NA32","JOHNSON AIRSTRIP",-98.8587177697094,46.8985986101313
"NA84","L SECKERSON AIRSTRIP",-99.0051097203362,46.8005394398729
"Y71","ELGIN MUNI",-101.844902769579,46.382754160152
"4E7","ELLENDALE MUNI",-98.5156944399413,46.0163333301223
"5N4","SKY HAVEN",-97.6202321898928,46.6268619999529
"ND47","GESKE AIRFIELD",-97.5511222196156,46.6408055500903
"38ND","SCHROEDER PRIVATE",-97.4011997201407,47.098034720014
"NA33","RIPPLINGER STRIP",-99.925963879563,48.0011158297235
"FAR","HECTOR INTL",-96.8157500002796,46.9206388799146
"D54","WEST FARGO MUNI",-96.9185222202967,46.9003805502722
"D24","FESSENDEN-STREIBEL MUNI",-99.6609555500263,47.6597238799469
"0ND0","GILBERTSON FLD",-99.4004097202411,47.9291713798688
"ND14","FORDVILLE",-97.7991812495592,48.2362022199655
"Y27","STANDING ROCK",-100.632779440246,46.0668824997551
"6ND2","LARSON",-98.3878769400713,46.2588558300861
"9G9","GACKLE MUNI",-99.164463879914,46.621563880123
"D05","GARRISON MUNI",-101.436801609789,47.6560435801799
"ND22","FISCHER",-101.600442219984,47.6833347199982
"ND18","JUDY STRIP",-101.216824719619,48.5064074998369
"D57","GLEN ULLIN RGNL",-101.865194439833,46.8143055501859
"08ND","BRECHT STRIP",-102.097673049963,47.3230638799367
"0NA9","BOYD'S TURF",-103.801032499856,46.7500127699324
"GAF","HUTSON FLD",-97.3709566595948,48.4047155502657
"GFK","GRAND FORKS INTL",-97.1737777698641,47.9472777702949
"RDR","GRAND FORKS AFB",-97.4008136098585,47.9612797197142
"2ND3","CASSLINDAN",-97.1224361102924,48.0008138800877
"NA60","DAKOTA",-97.0384180499029,47.2349783299141
"NA63","STORSETH AIRSTRIP",-103.856316109726,48.6666952700203
"ND86","PETERSON",-103.963055549651,48.5638888801747
"GWR","GWINNER-ROGER MELROE FLD",-97.6433611099198,46.2182777702095
"0ND6","SCHUMACHER STRIP",-99.9170583303826,46.0549855502413
"10ND","SMITH STRIP",-102.361568049757,47.1875099998223
"44ND","FREDERICKS RANCH",-102.241285829595,47.5277836098845
"ND16","FREI PRIVATE",-102.242120550445,47.4416733302798
"3NA6","RISOVI RANCH STRIP",-99.4617922198493,47.7705591601675
"5H4","HARVEY MUNI",-99.9317500001732,47.7912222201496
"ND72","LONETREE AIRSTRIP",-100.084849720434,47.6844427702393
"ND12","SNYDERS",-100.472222220009,46.5865277697854
"ND20","GENSRICH",-97.3500872198997,47.7041505499882
"6H8","HAZELTON MUNI",-100.263733329747,46.4822166602872
"ND85","HUMANN PRIVATE AIRSTRIP",-100.178888880381,46.49305554986
"HZE","MERCER COUNTY RGNL",-101.580977769647,47.2899352702171
"6NA5","CHASE AIRSTRIP",-102.009051110268,46.9127847201376
"HEI","HETTINGER/JB LINDQUIST RGNL",-102.656000000231,46.0148888798823
"ND99","ELLIG FLD",-96.8095277700568,46.7202416601518
"3H4","HILLSBORO MUNI",-97.0604163799577,47.3594077702756
"5ND9","DECK",-97.0748091595921,47.4847019397832
"NA65","ANDERSON STRIP",-97.6281419404111,48.5313808302093
"8NA9","HASHBARGER FARM AIRSTRIP",-97.6789844403154,47.3280433301386
"9ND2","LEWIS FLD",-97.795031940245,47.3583333300101
"52ND","RICHTSMEIER",-97.2895324998595,47.1894241601956
"ND24","INKSTER",-97.6725863801471,48.140269439854
"JMS","JAMESTOWN RGNL",-98.6781944403554,46.9297222202321
"7K5","KENMARE MUNI",-102.048002769758,48.6676125002125
"9NA4","BODMER",-101.890718050117,48.6661338799482
"9Y1","DUNN COUNTY WEYDAHL FLD",-102.771812499984,47.3913319400847
"55ND","PETE'S PORT",-102.710741110315,47.3555688800869
"K74","ROBERT ODEGAARD FLD",-96.9990096096672,46.6487307501003
"57ND","ODEGAARD",-97.0595324997019,46.6082997202888
"D03","KULM MUNI",-98.9388333302141,46.3067638799434
"5L0","LAKOTA MUNI",-98.325750000299,48.0289166599262
"4F9","LA MOURE ROTT MUNI",-98.281486110257,46.3472805498442
"D55","ROBERTSON FLD",-98.3937691598014,48.7531306302779
"7ND8","FOREST",-98.7481822200737,48.8522280500797
"2L1","LARIMORE MUNI",-97.6409722200847,47.9067138799284
"61ND","BAKKE",-97.662031940025,47.9474908297333
"62ND","MORTEN",-97.7595319395548,47.7791572199305
"D31","LEEDS MUNI",-99.4021972203328,48.2850069401846
"4N4","LIDGERWOOD MUNI",-97.1661347201705,46.0891833300721
"ND98","CLOUD NINE",-100.655277769893,46.7608333298148
"7L2","LINTON MUNI",-100.245623859558,46.2206408799609
"6L3","LISBON MUNI",-97.7282155503478,46.4469733302254
"ND35","LINDEMANN",-97.7003797196418,46.6999749998827
"NA86","JOHNSON PVT AIRSTRIP",-97.9009308301519,47.3333230498178
"84ND","KYLLO",-97.7570336097653,48.0008255500695
"7G2","MC CLUSKY MUNI",-100.487229159837,47.4620472201328
"8M6","MC VILLE MUNI",-98.1849138799729,47.770316659904
"6D3","MADDOCK MUNI",-99.5269597197031,47.9802625001606
"NA38","SABBE BROTHERS LANDING STRIP",-99.4295772198125,47.9505616602534
"Y19","MANDAN RGNL/LAWLER FLD",-100.894361110199,46.7679722198309
"64ND","Z P FLD",-101.075414999831,46.8508275003027
"25ND","LANDEIS AIRSTRIP",-100.986447220429,46.8665888801657
"8ND4","HEYDE",-97.1861874996442,48.0735949997421
"2ND0","KRAFT",-97.0498102696388,46.8144141600238
"67ND","WALDIE FARMS",-98.3823169397911,46.5433091601152
"5NA0","SEMCHENKO",-101.275381940403,47.7736111102885
"69ND","TENGESDAL",-101.042011110058,48.7433583299577
"D56","MAYVILLE MUNI",-97.3280819395795,47.4768416600435
"7NA4","INGEBRETSON AIRSPRAY",-97.3337016598598,47.5172072202284
"ND40","RAU FLD",-99.2503888803954,46.8166508298728
"18ND","BEARPAW",-100.514855550131,46.7790944397024
